term,freq,parts
차입금사채포함합계,44,차입금 사채 포함 합계
통신대안평가준비법인주식회사,44,통신 대안 평가 준비 법인 주식회사
취득및자본적지출주1,44,취득 자본 지출
유동기타지급채무,44,유동 기타 지급 채무
기타금융자산유동,44,기타 금융 자산 유동
유무형자산처분손익조정,44,무형 자산 처분 손익 조정
유동부가세예수금,44,유동 부가세 예수금
관리사무직,44,관리 사무
신용등급체계,44,신용 등급 체계
전체주요주주,44,전체 주요 주주
단기미지급비용이자,44,단기 지급 비용 이자
단기미지급비용기타,44,단기 지급 비용 기타
당기손익평가처분손실,44,당기 손익 평가 처분 손실
공정가치서열체계,44,공정 가치 서열 체계
외화단위,44,외화 단위
사업소사업부문,44,사업소 사업 부문
비유동기타유가증권,44,유동 기타 유가 증권
비유동예금상품,44,유동 예금 상품
유동기타채무합계,44,유동 기타 채무 합계
비유동기타채무합계,44,유동 기타 채무 합계
신한자산신탁주,44,신한 자산 신탁
연결실체분,44,연결 실체
시내전화,44,시내 전화
처분자기주식수,44,처분 자기 주식
주식선택권효과,44,주식 선택 효과
미도래,44,도래
리스변경등,44,리스 변경
평균약정환율,44,평균 약정 환율
기타유동부채미할인현금흐름,44,기타 유동 부채 할인 현금 흐름
기타비유동부채미할인현금흐름,44,기타 유동 부채 할인 현금 흐름
스마트건설,44,스마트 건설
새울34호기주설비공사,44,새울 호기 설비 공사
신한울12호기NSSS,44,신한울 호기 NSSS
UAEBNPP12호기TG,44,UAEBNPP TG
새울34호기NSSS,44,새울 호기 NSSS
UAEBNPP34호기TG,44,UAEBNPP TG
VinhTan4TPP,44,VinhTan TPP
고성하이12호기보일러,44,고성하이 호기 보일러
NghiSon2,44,NghiSon
삼척화력12호기EPC,44,삼척 화력 EPC
VanPhong1,44,VanPhong
Yanbuph3MSF,44,Yanbuph MSF
ShoaibaROPh4,44,ShoaibaROPh
Jawa910호기,44,Jawa
Yanbu4IWP,44,Yanbu IWP
Shuaibah3IWP,44,Shuaibah IWP
개별요인획지조건등,44,개별 요인 조건
원화차입금한국산업은행외,44,원화 차입금 한국산업은행
리스계약해지손실,44,리스 계약 해지 손실
적립환입후잔액,44,적립 잔액
관계기업투자자산평가손실,44,관계 기업 투자 자산 평가 손실
김동준,44,
평가손실금융상품,44,평가 손실 금융 상품
추가잔여약정금액,44,추가 잔여 약정 금액
공구기구비품등,44,공구 기구 비품
장기종업원급여등,44,장기 종업원 급여
이자수익이자비용금융상품,44,이자 수익 비용 금융 상품
외화환산손실및외환차손,44,외화 환산 손실 환차손
보험취득현금흐름발생차액,44,보험 취득 현금 흐름 발생 차액
계약유지비합계,44,계약 유지비 합계
사업비합계,44,사업비 합계
기타금융자산주527,44,기타 금융 자산
유동예치보증금,44,유동 예치 보증금
유동임차보증금,44,유동 임차 보증금
비유동국공채,44,유동 국공채
비유동예치보증금,44,유동 예치 보증금
비유동임차보증금,44,유동 임차 보증금
스마트폰등,44,스마트폰
법인세비용계,44,법인세 비용
미배부판매비와관리비,44,배부 판매 관리비
상각후원가외화환산손익,44,상각 원가 외화 환산 손익
II금융자산,44,II 금융 자산
II회계정책변동효과반영후,44,II 회계 정책 변동 효과 반영
BBB미만,44,BBB 미만
국고채및지방채등,44,국고채 지방채
III상각후원가측정금융부채,44,III 상각 원가 측정 금융 부채
위험회피회계적용파생상품자산,44,위험 회피 회계 적용 파생 상품 자산
집합평가대상,44,집합 평가 대상
유동정부보조금관련부채,44,유동 정부 보조금 관련 부채
유동기타부채합계,44,유동 기타 부채 합계
비유동정부보조금관련부채,44,유동 정부 보조금 관련 부채
비유동기타부채합계,44,유동 기타 부채 합계
의상비,44,의상
판매대행료,44,판매 대행
업무유형자산,44,업무 유형 자산
종속기업자본변동,44,종속 기업 자본 변동
비이자손익,44,이자 손익
예금은행원화예치금,44,예금 은행 원화 예치금
주식회사우리투자증권,44,주식회사 우리투자증권
BSK8호투자조합,44,BSK 투자 조합
매출액대비비율,44,매출액 대비 비율
상품권,44,상품
파생상품계약일,44,파생 상품 계약
유드림사이드문화산업전문회사,44,유드림사이드 문화 산업 전문 회사
기술전략,44,기술 전략
발행보통주,44,발행 보통주
외환손실조정,44,외환 손실 조정
외환이익조정,44,외환 이익 조정
투자자산평가이익,44,투자 자산 평가 이익
유상증자제3자배정,44,유상 증자 제3자 배정
KEB하나뉴욕파이낸셜,44,KEB 하나뉴욕파이낸셜
베트남투자개발은행BIDV1,44,베트남 투자 개발 은행 BIDV
아폴론사모투자합자회사,44,아폴론 사모 투자 합자 회사
소프트웨어및시스템개발비,44,소프트웨어 시스템 개발
원화환산액,44,원화 환산
처분폐기손상감소,44,처분 폐기 손상 감소
원부재료비및저장품매입액,44,원부 재료비 저장 매입
기타자산채권,44,기타 자산 채권
시화공단제약사업협동조합,44,시화공단 제약 사업 협동조합
원자로분야,44,원자로 분야
매수청구권PutOption,44,매수 청구 PutOption
비유동성미지급비용,44,유동 지급 비용
비유동성금융기관차입금,44,유동 금융 기관 차입금
기타회원권,44,기타 회원권
기타포괄손익잉여금대체,44,기타 포괄 손익 잉여금 대체
국가기관,44,국가 기관
공사및분양선수금증가감소,44,공사 분양 선수금 증가 감소
장기성기타채무증가감소,44,장기 기타 채무 증가 감소
유동판매보증충당자산,44,유동 판매 보증 충당 자산
비유동판매보증충당자산,44,유동 판매 보증 충당 자산
디펜스솔루션,44,디펜스 솔루션
금융기관예치금유동,44,금융 기관 예치금 유동
기타비유동채권기타,44,기타 유동 채권
임대보증금비유동,44,임대 보증금 유동
주요특수관계자,44,주요 특수 관계자
PF종류,43,PF 종류
상품옵션,43,상품 옵션
담보부금융기관차입금사채제외,43,담보 금융 기관 차입금 사채 제외
STEELPLATE원TON,43,STEELPLATE TON
대손충당금매출채권,43,대손 충당금 매출 채권
계약형태,43,계약 형태
소재국가,43,소재 국가
가당기순이익,43,당기 순이익
대손준비금전입환입액,43,대손 준비금 전입
비과세종합저축,43,과세 종합 저축
분리과세공모리츠부동산펀드,43,분리 과세 공모 리츠 부동산 펀드
잉여자본AB,43,잉여 자본 AB
케이비글로벌플랫폼2호펀드,43,케이비 글로벌 플랫폼 펀드
개인형IRP,43,개인 IRP
종금채,43,
KB펀드파트너스,43,KB 펀드파트너스
자본잉여금주22,43,자본 잉여금
상각후원가측정,43,상각 원가 측정
가중평균유통주식수주,43,가중 평균 유통 주식 수주
자금회수특수관계자거래,43,자금 회수 특수 관계자 거래
외화자산부채관련평가손실,43,외화 자산 부채 관련 평가 손실
총부여액,43,부여
파생상품처분이익,43,파생 상품 처분 이익
기타영업외이익,43,기타 영업 이익
금액A,43,금액
희석주당순이익손실단위원,43,희석 순이익 손실 위원
해외자원개발,43,해외 자원 개발
장기매입채무,43,장기 매입 채무
관계기업투자기타포괄손익지분,43,관계 기업 투자 기타 포괄 손익 지분
대규모기업집단계열회사5,43,규모 기업 집단 계열 회사
유형자산미지급금대체,43,유형 자산 지급금 대체
단기투자증권,43,단기 투자 증권
감가상각무형자산상각,43,감가상각 무형 자산 상각
신주발행비,43,신주 발행
연결재무제표검토,43,연결 재무제표 검토
금융보증부채환입액,43,금융 보증 부채
계약목적및내용,43,계약 목적 내용
협력사마케팅비,43,협력사 마케팅
취급상품,43,취급 상품
관계기업투자주식평가이익,43,관계 기업 투자 주식 평가 이익
관계기업투자주식평가손실,43,관계 기업 투자 주식 평가 손실
지급여력비율,43,지급 여력 비율
하자보수보증주석5,43,하자 보수 보증 주석
기말재보험계약자산,43,기말 보험 계약 자산
기말재보험계약부채,43,기말 보험 계약 부채
신용카드수입수수료,43,신용 카드 수입 수수료
LC거래,43,LC 거래
기타보증금단기,43,기타 보증금 단기
오상영,43,상영
파생상품자산주4,43,파생 상품 자산
LS메탈,43,LS 메탈
현금흐름위험회피파생상품자산,43,현금 흐름 위험 회피 파생 상품 자산
와이지디지털신기술투자조합,43,와이지 디지털 기술 투자 조합
KTBN7호벤처투자조합,43,KTBN 벤처 투자 조합
우리엘용산제일차주식회사,43,우리엘용산제일차 주식회사
지급기준일,43,지급 기준
하나원큐스타트업펀드,43,하나원큐 스타트업 펀드
하나벤처스3호신기술투자조합,43,하나벤처스3호 기술 투자 조합
하나금융21호기업인수목적,43,하나금융 기업 인수 목적
매각예정유동자산,43,매각 예정 유동 자산
에이치씨씨홀딩스주식회사,43,에이치씨씨홀딩스 주식회사
289회사모사채,43,사모 사채
출자전환주식수,43,출자전환 주식
철도AV,43,철도 AV
철도AW,43,철도 AW
공구기구금형,43,공구 기구 금형
CL사업부문,42,CL 사업 부문
택배사업부문,42,택배 사업 부문
글로벌사업부문,42,글로벌 사업 부문
건설사업부문,42,건설 사업 부문
김교숙,42,
이경후,42,이경
CJ문화재단,42,CJ 문화 재단
감사교육실시여부,42,감사 교육 실시 여부
법무실,42,법무
기대신용손실환전입금융자산,42,기대 신용 손실 전입 금융 자산
유동공정가치측정금융자산,42,유동 공정 가치 측정 금융 자산
중단영업희석주당이익손실,42,중단 영업 희석 이익 손실
종속기업투자자산처분이익조정,42,종속 기업 투자 자산 처분 이익 조정
고압차단기,42,고압 차단기
장기성기타자산,42,장기 기타 자산
세전당기손익매매목적,42,세전 당기 손익 매매 목적
보증수리비판관비,42,보증 수리비 판관
비유동매입채무,42,유동 매입 채무
친환경설비관련대출,42,환경 설비 관련 대출
주한국경제신문,42,한국경제신문
특정목적차입금,42,특정 목적 차입금
손실부담계약충당부채,42,손실 부담 계약 충당 부채
전환청구일,42,전환 청구
연차수당부채,42,연차 수당 부채
신주인수권소각대,42,신주 인수 소각
당분기부여수량,42,당분 부여 수량
재고자산과소모품매입액,42,재고 자산 소모품 매입
컨텐츠제작비,42,컨텐츠 제작비
장기금융상품평가이익,42,장기 금융 상품 평가 이익
내부회계관리총괄,42,내부 회계 관리 총괄
금융결제원CMS,42,금융결제원 CMS
시설대여,42,시설 대여
대출자산,42,대출 자산
신용위험가중자산,42,신용 위험 가중 자산
삼성SDI주,42,삼성 SDI
사업결합관련비지배지분변동,42,사업 결합 관련 지배 지분 변동
상각후원가측정대출채권합계,42,상각 원가 측정 대출 채권 합계
회수율,42,회수
통화및이자율관련상품등,42,통화 이자 관련 상품
역외외화대출금,42,역외 외화 대출금
원화신용카드채권,42,원화 신용 카드 채권
외화신용카드채권,42,외화 신용 카드 채권
제21회신종자본증권,42,신종 자본 증권
제22회신종자본증권,42,신종 자본 증권
제31회신종자본증권,42,신종 자본 증권
제32회신종자본증권,42,신종 자본 증권
제41회신종자본증권,42,신종 자본 증권
제42회신종자본증권,42,신종 자본 증권
제51회신종자본증권,42,신종 자본 증권
제52회신종자본증권,42,신종 자본 증권
제53회신종자본증권,42,신종 자본 증권
제61회신종자본증권,42,신종 자본 증권
제62회신종자본증권,42,신종 자본 증권
제71회신종자본증권,42,신종 자본 증권
제72회신종자본증권,42,신종 자본 증권
제81회신종자본증권,42,신종 자본 증권
